Date,A,AAL,AAPL,ABC,ACN,ADI,ADSK,AJG,ALB,ALGN,ALK,ALL,AMAT,AMCR,AMD,AMG,AMP,AON,APTV,ARNC,ATO,AVY,BAX,BBY,BEN,BIIB,BK,BMY,BSX,CAG,CBRE,CHD,CLX,CMG,CNC,COO,COST,CPB,CPRI,CSX,CTVA,DAL,DD,DG,DGX,DOW,DRI,DVN,EA,ED,EFX,EMN,EW,EXPD,EXPE,F,FAST,FCX,FFIV,FIS,FLT,FOX,FOXA,GD,GIS,GS,HAS,HCP,HIG,HLT,HOG,HP,HSY,ICE,IDXX,IPG,ITW,IVZ,JKHY,JNPR,K,KEYS,KLAC,KMB,KMI,LDOS,LH,LHX,LKQ,LLY,LMT,LRCX,LUV,LVS,LW,LYB,M,MAR,MAS,MCHP,MCO,MMC,MOS,MPC,MS,MSCI,MSI,MTB,NCLH,NDAQ,NOC,NOV,NRG,NTAP,NTRS,OMC,ORLY,OXY,PAYX,PH,PNC,PNR,PPG,PPL,PRGO,PSX,PXD,QRVO,RCL,RE,RHI,RJF,RL,ROST,RSG,SCHW,SJM,SNPS,STT,SYY,TAP,TEL,TMUS,TROW,TRV,TSCO,TXT,UA,UAA,UAL,UHS,ULTA,VLO,WBA,WDC,WHR,WMB,WU,XOM,XRAY,YUM,ZBH,ZTS
2020-01-02,83.6376724243164,28.982892990112305,73.15264892578125,,197.68069458007812,111.77688598632812,187.8300018310547,90.62265014648438,69.76087188720703,283.67999267578125,67.78558349609375,101.64043426513672,59.82451629638672,8.94403076171875,49.099998474121094,83.56241607666016,156.68746948242188,202.1937255859375,96.06566619873047,,99.85980224609375,121.10330200195312,79.92333984375,75.50392150878906,21.37675666809082,294.239990234375,44.54556655883789,55.52568435668945,45.33000183105469,28.95258140563965,61.47999954223633,66.78772735595703,135.5290069580078,858.1900024414062,61.880001068115234,323.1022033691406,269.4526672363281,42.48567581176758,38.279998779296875,23.183860778808594,27.270143508911133,58.34860610961914,58.7364501953125,149.9840545654297,97.04218292236328,43.64802169799805,100.41694641113281,19.936267852783203,105.41241455078125,76.5530776977539,137.92245483398438,68.59990692138672,77.5,74.84346008300781,110.5691909790039,8.077004432678223,33.333045959472656,12.60866928100586,140.75999450683594,129.15261840820312,287.739990234375,34.37887191772461,35.069217681884766,160.53485107421875,45.51280212402344,212.3515625,90.92481231689453,,55.22706985473633,110.4590835571289,34.75003433227539,36.90498733520508,132.97305297851562,87.86991882324219,265.0199890136719,19.402742385864258,165.44532775878906,15.086586952209473,139.30133056640625,21.89349365234375,54.496116638183594,104.19000244140625,172.89801025390625,118.51241302490234,16.209842681884766,92.97990417480469,140.45846557617188,187.601318359375,34.19295120239258,124.7242660522461,358.53985595703125,282.8792724609375,53.14146041870117,68.89232635498047,79.85224914550781,73.28337097167969,14.553003311157227,148.39718627929688,45.10813522338867,50.61852264404297,233.52670288085938,105.05907440185547,20.262630462646484,53.557762145996094,45.888427734375,256.8096618652344,152.6703338623047,149.6432342529297,58.83000183105469,33.909175872802734,333.25347900390625,24.508020401000977,33.560630798339844,55.57905578613281,94.88932800292969,68.62732696533203,437.5199890136719,40.36167907714844,75.97654724121094,196.71060180664062,137.07720947265625,43.46007537841797,122.65785217285156,29.522903442382812,46.319862365722656,93.84990692138672,120.71083068847656,115.95999908447266,133.32656860351562,,58.552616119384766,56.77997589111328,109.44571685791016,112.47470092773438,84.3645248413086,45.578460693359375,90.62370300292969,142.8699951171875,70.96459197998047,76.02841186523438,49.27859115600586,90.07096099853516,78.2484130859375,107.22351837158203,125.26237487792969,87.61119842529297,45.22403335571289,19.239999771118164,21.780000686645508,89.73999786376953,139.54408264160156,254.5500030517578,79.0496826171875,48.59398651123047,64.77154541015625,127.20795440673828,18.275203704833984,20.91448974609375,57.528839111328125,54.35696029663086,94.9428939819336,140.51133728027344,130.19332885742188
2020-01-03,82.29479217529297,27.548194885253906,72.44145965576172,,197.3514404296875,109.8092041015625,184.9499969482422,90.43287658691406,68.76168060302734,280.44000244140625,66.54263305664062,101.6494369506836,58.87233352661133,8.826237678527832,48.599998474121094,82.5277099609375,154.7338409423828,201.39962768554688,93.86127471923828,,100.5202407836914,120.35406494140625,79.57896423339844,75.39152526855469,20.942712783813477,290.8500061035156,43.9769401550293,55.034767150878906,44.97999954223633,28.702913284301758,60.970001220703125,67.01661682128906,135.79544067382812,865.1300048828125,61.15999984741211,322.08282470703125,269.674560546875,42.433101654052734,37.380001068115234,23.088830947875977,26.94753074645996,57.38008499145508,57.49696731567383,148.88226318359375,96.4731216430664,42.56797790527344,100.52428436279297,20.175907135009766,105.27491760253906,76.35494232177734,138.38739013671875,66.22807312011719,77.20999908447266,74.38494110107422,108.72602844238281,7.896944522857666,32.74213409423828,12.226588249206543,140.0,128.3402862548828,290.80999755859375,34.03942108154297,34.68608474731445,162.1093292236328,45.346927642822266,209.86842346191406,90.68311309814453,,54.946170806884766,109.01207733154297,33.99114227294922,37.3778190612793,134.173828125,89.76629638671875,264.7699890136719,19.419832229614258,163.10499572753906,14.818228721618652,139.13902282714844,21.565670013427734,54.786163330078125,101.87999725341797,169.5928955078125,118.47748565673828,16.333114624023438,93.79073333740234,140.24879455566406,194.20811462402344,33.801353454589844,124.30915069580078,371.4407958984375,279.8404846191406,52.66663360595703,67.84141540527344,88.84500122070312,71.47978973388672,14.561813354492188,146.22250366210938,44.76237487792969,49.508304595947266,232.94700622558594,104.8996810913086,19.629127502441406,50.374237060546875,45.147727966308594,251.6937255859375,155.2678985595703,148.1124267578125,57.599998474121094,34.0538444519043,351.3448791503906,24.595340728759766,33.04165267944336,54.63164138793945,92.94002532958984,68.67887878417969,438.75,41.33800506591797,75.7176513671875,193.94430541992188,135.7609100341797,43.048126220703125,120.87763977050781,29.489566802978516,45.11874008178711,90.74666595458984,121.51116943359375,112.33999633789062,132.177978515625,,58.14849090576172,55.80425262451172,108.86528015136719,112.50357818603516,84.7214126586914,44.425533294677734,90.7568130493164,141.75999450683594,69.9189224243164,75.7500228881836,49.131324768066406,89.00701904296875,77.83024597167969,106.87226867675781,124.81602478027344,86.52912139892578,44.488197326660156,19.270000457763672,21.850000381469727,87.9000015258789,139.21070861816406,250.1699981689453,76.04989624023438,48.59398651123047,63.77459716796875,125.03998565673828,18.352998733520508,20.84261703491211,57.06631851196289,53.755435943603516,94.6455307006836,140.1439971923828,130.2127227783203
2020-01-06,82.53807830810547,27.219409942626953,73.01868438720703,,196.0626983642578,108.51908111572266,187.1199951171875,90.85037231445312,68.68479919433594,285.8800048828125,66.22443389892578,101.94674682617188,57.60274887084961,8.767339706420898,48.38999938964844,82.90577697753906,155.24305725097656,201.9806671142578,92.11571502685547,,100.38452911376953,118.8368911743164,79.38350677490234,76.0228042602539,21.109651565551758,290.82000732421875,44.38809585571289,55.21010208129883,45.349998474121094,28.857873916625977,60.689998626708984,67.27410888671875,136.20396423339844,858.02001953125,63.029998779296875,322.9523010253906,269.74847412109375,42.503196716308594,37.06999969482422,22.968463897705078,26.909576416015625,56.98476791381836,57.08997344970703,148.3734130859375,96.99629974365234,42.39744186401367,101.18620300292969,20.415542602539062,106.82655334472656,76.10508728027344,138.97825622558594,65.84441375732422,78.26667022705078,73.3914794921875,108.33747863769531,7.854074001312256,32.23179244995117,12.2743501663208,138.25,129.5680694580078,289.19000244140625,33.95928192138672,34.5962028503418,163.8277587890625,45.9144172668457,212.01625061035156,90.95071411132812,,54.80119323730469,108.4471435546875,34.24411392211914,38.43760299682617,133.5364990234375,89.79475402832031,266.92999267578125,19.59070587158203,162.5858917236328,14.918867111206055,140.1033477783203,21.52136993408203,54.73781967163086,100.13999938964844,165.77635192871094,118.73926544189453,16.39474868774414,94.62039184570312,142.08546447753906,195.36151123046875,33.29514694213867,124.77140808105469,370.87518310546875,274.61761474609375,52.453453063964844,68.20144653320312,86.12911224365234,71.29238891601562,15.063944816589355,144.33189392089844,44.4166145324707,48.79794692993164,233.671630859375,104.92781066894531,19.629127502441406,50.36557388305664,44.9890022277832,252.9485626220703,157.6670684814453,146.8877410888672,56.79999923706055,34.031829833984375,352.1131591796875,24.721473693847656,32.33237838745117,54.498817443847656,92.82536315917969,68.3351821899414,434.6600036621094,42.702999114990234,75.708740234375,194.02865600585938,135.4873809814453,42.748538970947266,120.3183822631836,29.522903442382812,44.504634857177734,90.17788696289062,125.28289794921875,111.63999938964844,130.3362579345703,,57.68925476074219,55.57908248901367,110.38545989990234,113.05233764648438,85.08768463134766,44.737396240234375,92.01667785644531,141.97999572753906,70.99095153808594,75.65122985839844,50.28183364868164,88.39106750488281,78.27828979492188,107.53191375732422,124.95264434814453,86.23741912841797,44.52797317504883,18.3700008392334,20.440000534057617,87.69999694824219,139.10284423828125,250.9499969482422,76.05818939208984,49.013458251953125,62.550628662109375,126.21392822265625,18.59417724609375,20.642974853515625,57.50448989868164,54.05142593383789,94.58975219726562,139.33412170410156,129.2130126953125
2020-01-07,82.79108428955078,27.11977767944336,72.6752700805664,,191.82974243164062,110.98795318603516,187.5,89.87307739257812,69.58792114257812,283.05999755859375,65.80680847167969,101.0728759765625,59.266666412353516,8.69161319732666,48.25,81.97056579589844,153.372802734375,200.26657104492188,90.95866394042969,,101.05400085449219,118.57466125488281,79.56965637207031,76.45519256591797,21.33502197265625,290.0899963378906,44.834251403808594,56.04289627075195,45.400001525878906,27.82477569580078,60.619998931884766,66.62557983398438,134.56101989746094,860.0800170898438,63.029998779296875,323.8316955566406,269.3232727050781,42.529666900634766,37.58000183105469,23.123676300048828,27.013948440551758,56.93534851074219,56.211238861083984,146.13636779785156,95.88571166992188,42.381195068359375,100.31855010986328,20.477384567260742,106.4435806274414,75.52790069580078,138.7167510986328,65.38225555419922,77.66999816894531,73.20044708251953,109.61273956298828,7.931242942810059,32.16912078857422,12.4653902053833,136.99000549316406,127.57400512695312,291.75,34.388301849365234,35.069217681884766,161.96536254882812,45.6001091003418,213.411865234375,89.25012969970703,,54.311893463134766,107.32717895507812,33.74755096435547,37.94031524658203,133.79515075683594,89.53874969482422,266.1199951171875,19.6334228515625,161.92111206054688,14.893705368041992,139.86468505859375,21.432758331298828,55.438758850097656,100.77999877929688,167.09271240234375,118.63455200195312,16.433263778686523,94.27156066894531,141.86741638183594,196.29347229003906,33.113677978515625,125.00724029541016,372.12310791015625,281.3123779296875,52.60849380493164,68.26956176757812,86.61344146728516,70.98789978027344,15.56607437133789,141.9809112548828,43.996097564697266,52.07215118408203,232.8311004638672,104.60900115966797,19.780410766601562,51.16147232055664,44.900814056396484,253.2960968017578,156.5336151123047,145.11203002929688,56.970001220703125,33.468868255615234,351.3074645996094,24.24605941772461,31.8912410736084,54.852996826171875,93.33695220947266,67.97431945800781,428.7699890136719,42.911537170410156,75.28917694091797,193.63479614257812,134.4189453125,42.37404251098633,119.37701416015625,29.322864532470703,45.11874008178711,90.45391082763672,124.36370086669922,111.2300033569336,129.157958984375,,57.72599411010742,56.16702651977539,110.86457061767578,114.37124633789062,84.64628601074219,45.00199890136719,90.72129821777344,142.9600067138672,71.97510528564453,75.04057312011719,50.152976989746094,90.22027587890625,78.57698059082031,107.96025848388672,123.12169647216797,84.69427490234375,44.50808334350586,18.59000015258789,20.700000762939453,86.7699966430664,139.66175842285156,253.08999633789062,77.05536651611328,48.7667121887207,66.78516387939453,126.25678253173828,18.59417724609375,20.73880386352539,57.03386688232422,54.33786392211914,94.75701904296875,139.21163940429688,129.6497802734375
2020-01-08,83.60848236083984,27.73749542236328,73.84436798095703,,192.20599365234375,111.99037170410156,189.9499969482422,89.99642181396484,68.38695526123047,286.0,66.125,101.35213470458984,59.22820281982422,8.725269317626953,47.83000183105469,82.10984802246094,154.7523651123047,201.08973693847656,92.85383605957031,,100.18549346923828,118.93054962158203,80.7237777709961,76.6627426147461,21.218162536621094,292.6600036621094,44.886741638183594,55.98154067993164,45.63999938964844,27.4373722076416,60.20000076293945,66.0247573852539,134.96066284179688,856.72998046875,64.37000274658203,327.4292907714844,272.4107971191406,41.78833770751953,38.0099983215332,23.244041442871094,27.23219108581543,58.16082763671875,56.886474609375,145.50271606445312,96.28038787841797,42.8197135925293,101.8392105102539,19.75074005126953,107.5238037109375,74.92484283447266,141.69039916992188,65.57408905029297,77.15333557128906,72.96163940429688,108.21792602539062,7.931242942810059,32.410858154296875,12.589568138122559,136.44000244140625,129.44805908203125,297.0199890136719,34.341156005859375,35.107059478759766,162.3791961669922,46.25490951538086,215.46902465820312,90.5967788696289,,54.601844787597656,108.2389907836914,34.22536849975586,37.15771484375,134.894287109375,88.7517318725586,271.67999267578125,19.6846866607666,162.76803588867188,14.94402027130127,140.08428955078125,21.361886978149414,55.50321960449219,101.06999969482422,167.31056213378906,119.78623962402344,16.30229377746582,94.1584243774414,145.79232788085938,194.96475219726562,33.03726577758789,126.13929748535156,369.00787353515625,284.8544006347656,52.686012268066406,68.89232635498047,86.6609115600586,70.69121551513672,15.944877624511719,143.734375,44.351192474365234,51.413551330566406,237.29452514648438,104.29962158203125,19.960065841674805,50.62510681152344,45.4739875793457,257.302001953125,156.69418334960938,145.84681701660156,57.56999969482422,33.283321380615234,346.92279052734375,23.392255783081055,31.882598876953125,55.906673431396484,94.19251251220703,68.15475463867188,431.8999938964844,42.636634826660156,76.03008270263672,193.76609802246094,135.8122100830078,42.533199310302734,119.6845932006836,29.489566802978516,44.63106155395508,87.07464599609375,120.50483703613281,112.91999816894531,130.9204559326172,,57.79029083251953,57.2615852355957,110.5605239868164,114.70820617675781,84.7214126586914,45.276065826416016,91.65291595458984,145.86000061035156,71.60603332519531,75.91167449951172,50.64079666137695,91.153564453125,79.0748062133789,108.98831176757812,124.4425277709961,86.29386901855469,43.921409606933594,18.15999984741211,20.420000076293945,87.30000305175781,142.26025390625,258.0,77.35450744628906,45.92082595825195,67.75248718261719,128.02203369140625,18.306320190429688,20.922475814819336,56.17377853393555,54.91074752807617,94.9242935180664,140.87860107421875,129.36830139160156
2020-01-09,84.92218017578125,27.847091674804688,75.41287231445312,,193.91799926757812,111.99037170410156,191.94000244140625,90.87883758544922,69.8857650756836,296.5400085449219,65.99573516845703,102.50531768798828,59.603309631347656,8.750511169433594,48.970001220703125,82.5078125,156.35411071777344,202.4939422607422,91.4972915649414,,100.51119995117188,120.56011199951172,80.54693603515625,77.2853775024414,21.034528732299805,294.29998779296875,45.03546905517578,57.375370025634766,45.709999084472656,27.730077743530273,60.560001373291016,66.52069091796875,135.69776916503906,862.6699829101562,64.16000366210938,333.0254821777344,276.78314208984375,42.02661895751953,36.720001220703125,23.358083724975586,27.260652542114258,58.26953887939453,56.37773895263672,146.49163818359375,97.46440124511719,42.381195068359375,103.11930084228516,19.982648849487305,107.39613342285156,74.84729766845703,143.33706665039062,65.72233581542969,77.97333526611328,73.37237548828125,109.35370635986328,7.939815044403076,32.428768157958984,12.37942123413086,135.99000549316406,131.9406280517578,298.510009765625,34.41659927368164,35.173282623291016,163.39590454101562,46.1579704284668,219.85525512695312,89.69037628173828,,54.928043365478516,108.12006378173828,33.97240447998047,37.58162307739258,135.3838348388672,89.53874969482422,277.94000244140625,19.787212371826172,163.57850646972656,15.10335636138916,141.90806579589844,21.592252731323242,55.70464324951172,101.61000061035156,166.19305419921875,121.6795654296875,16.602760314941406,95.29920959472656,146.68971252441406,195.8874969482422,33.094573974609375,128.2241973876953,372.5091552734375,282.91717529296875,52.61819076538086,69.59291076660156,86.2146224975586,70.7146224975586,15.601313591003418,143.4600830078125,44.44022750854492,51.89809799194336,240.4150390625,105.04031372070312,19.950607299804688,51.37773513793945,45.90605545043945,258.5278015136719,159.33897399902344,146.3104248046875,58.060001373291016,33.7613525390625,348.8622131347656,23.411657333374023,32.12478256225586,56.19001007080078,95.37443542480469,68.52423095703125,437.3699951171875,43.00632095336914,76.54785919189453,194.2349395751953,137.45330810546875,42.78599548339844,119.9176254272461,29.59792137145996,44.965206146240234,88.34605407714844,120.62368774414062,111.95999908447266,132.60374450683594,,58.37811279296875,58.07469940185547,108.65335083007812,117.57710266113281,85.42578887939453,45.46506118774414,91.9279556274414,148.6699981689453,72.86258697509766,76.00145721435547,50.585567474365234,91.24689483642578,79.4631118774414,109.89639282226562,125.36255645751953,85.447021484375,44.89589309692383,17.780000686645508,19.790000915527344,87.94999694824219,141.52484130859375,263.5,79.09122467041016,44.97492599487305,67.73274993896484,128.84461975097656,18.415239334106445,21.28981590270996,56.603824615478516,54.94893264770508,95.67699432373047,139.94627380371094,131.08621215820312
2020-01-10,85.23355102539062,27.219409942626953,75.5833511352539,,195.33840942382812,110.05052947998047,192.36000061035156,90.55623626708984,69.2708740234375,293.3299865722656,65.51844024658203,102.20800018310547,59.122406005859375,8.792580604553223,48.16999816894531,82.5078125,156.6226348876953,201.48678588867188,89.28292846679688,,100.77354431152344,120.35406494140625,79.9512710571289,78.39229583740234,20.884281158447266,296.510009765625,44.213134765625,57.18252182006836,45.66999816894531,27.402925491333008,60.2400016784668,66.8544692993164,136.4704132080078,857.77001953125,64.4800033569336,333.4252014160156,274.7679748535156,42.12369918823242,35.84000015258789,23.237709045410156,26.900087356567383,58.5462646484375,55.23075485229492,147.10606384277344,98.07015991210938,41.82087707519531,103.2635269165039,19.40288543701172,106.63997650146484,75.37281799316406,142.1166229248047,65.21659088134766,77.61333465576172,73.75448608398438,110.28026580810547,7.931242942810059,32.52725601196289,12.322111129760742,135.14999389648438,131.03590393066406,292.3999938964844,34.0252799987793,34.73810958862305,161.50648498535156,46.04341125488281,219.4112091064453,87.77398681640625,,54.14879608154297,107.6344223022461,32.641990661621094,37.92401885986328,136.8247833251953,89.36804962158203,281.6400146484375,19.753032684326172,162.31275939941406,14.843385696411133,138.93849182128906,21.406187057495117,55.80937957763672,100.36000061035156,163.8444061279297,122.3514175415039,16.571943283081055,95.24264526367188,148.92892456054688,194.11581420898438,32.55970764160156,130.18643188476562,371.5216064453125,279.5081787109375,52.26933670043945,68.99935913085938,85.92021942138672,69.82455444335938,15.689407348632812,142.42172241210938,44.30902099609375,52.13802719116211,239.6228485107422,104.73091125488281,19.496753692626953,52.09576416015625,46.038330078125,256.4911804199219,158.02601623535156,145.19949340820312,57.959999084472656,33.60097122192383,350.76409912109375,23.130290985107422,32.27183151245117,55.8978271484375,94.36891174316406,68.0946044921875,436.8500061035156,43.50871276855469,76.1193618774414,192.52830505371094,135.5386962890625,42.37404251098633,119.38633728027344,29.53957176208496,44.89296340942383,87.7187271118164,118.38127136230469,113.41999816894531,131.88092041015625,,57.93724060058594,58.093467712402344,108.68099212646484,116.21968841552734,85.36005401611328,45.17210006713867,92.61113739013672,148.4600067138672,71.78176879882812,76.26190948486328,50.68681716918945,91.52687072753906,78.6566390991211,109.19390869140625,123.44049072265625,85.87983703613281,44.04072570800781,17.770000457763672,19.770000457763672,87.30999755859375,143.21139526367188,267.2799987792969,80.51215362548828,44.596580505371094,67.0615463256836,128.26193237304688,18.282978057861328,20.970386505126953,56.10074996948242,55.1780891418457,94.49684143066406,141.25531005859375,131.58123779296875
2020-01-13,85.10704040527344,27.289152145385742,77.1981430053711,,197.15391540527344,110.50530242919922,192.4499969482422,90.48983001708984,72.8833236694336,298.07000732421875,65.4985580444336,103.13594818115234,59.449424743652344,8.99451732635498,48.75,84.11956024169922,157.15037536621094,202.46487426757812,88.64454650878906,,101.81395721435547,122.63923645019531,83.18095397949219,78.9197998046875,21.29328727722168,293.8999938964844,44.51057052612305,57.989013671875,45.470001220703125,27.575115203857422,60.65999984741211,67.54113006591797,138.71719360351562,863.0,63.400001525878906,333.3253173828125,277.1991882324219,42.11488342285156,36.34000015258789,23.659000396728516,27.118328094482422,58.7933349609375,55.868995666503906,147.97015380859375,98.29153442382812,42.51112365722656,102.09163665771484,19.603866577148438,107.8478775024414,75.63125610351562,143.9279327392578,66.43736267089844,77.80000305175781,74.1365737915039,110.18062591552734,7.922667980194092,32.760032653808594,12.9238862991333,136.1999969482422,131.76524353027344,299.3999938964844,34.22800827026367,34.993534088134766,162.9640350341797,46.75719451904297,222.22059631347656,90.51910400390625,,53.9132080078125,108.31830596923828,33.138553619384766,37.70390319824219,138.26573181152344,90.10765075683594,282.2900085449219,19.958086013793945,163.75152587890625,15.14528751373291,140.54261779785156,21.742874145507812,56.16387176513672,101.80000305175781,165.82374572753906,122.9360122680664,16.602760314941406,95.3652114868164,150.30433654785156,196.17352294921875,32.5979118347168,131.0731658935547,376.1809387207031,282.3094482421875,52.31778335571289,70.2156753540039,86.6324234008789,71.2065200805664,15.75107479095459,143.8029327392578,44.75885772705078,52.31678771972656,242.9655303955078,105.0121841430664,19.90332794189453,51.57670211791992,46.540950775146484,262.54339599609375,161.3981170654297,145.95181274414062,57.84000015258789,33.679595947265625,353.04998779296875,22.87803077697754,31.93448829650879,56.76554870605469,95.85955047607422,68.46408081054688,435.5,44.143802642822266,77.00312805175781,195.12582397460938,136.28233337402344,43.02005386352539,120.4395523071289,29.531238555908203,45.64253616333008,88.07839965820312,116.30524444580078,115.73999786376953,131.8017120361328,,57.386165618896484,58.69391632080078,110.42232513427734,115.4976577758789,86.24285888671875,45.380008697509766,93.37418365478516,149.92999267578125,72.12448120117188,75.18424224853516,50.98134994506836,91.38687896728516,79.05490112304688,112.25228118896484,124.1236801147461,85.05183410644531,44.7865104675293,18.040000915527344,20.170000076293945,86.88999938964844,142.06411743164062,275.70001220703125,79.98035430908203,44.4649772644043,68.23615264892578,130.91836547851562,18.50082015991211,21.162044525146484,56.636287689208984,55.4836311340332,93.24232482910156,140.341796875,132.49359130859375
2020-01-14,85.622802734375,27.428638458251953,76.15572357177734,,195.40426635742188,110.94154357910156,191.11000061035156,90.22412872314453,75.11229705810547,287.6099853515625,65.80680847167969,102.52332305908203,59.968788146972656,8.935617446899414,48.209999084472656,84.34839630126953,155.93751525878906,201.08973693847656,88.78419494628906,,102.05821990966797,123.1823959350586,83.03202056884766,78.23664093017578,21.076261520385742,298.9700012207031,44.62429428100586,58.24323654174805,42.65999984741211,27.678424835205078,60.279998779296875,67.87491607666016,138.76162719726562,859.219970703125,63.16999816894531,335.8435974121094,277.0882568359375,41.956024169921875,36.0,23.649507522583008,27.175256729125977,60.73038101196289,55.65624237060547,151.67613220214844,98.23619079589844,42.421810150146484,101.15409088134766,20.276397705078125,107.6121826171875,75.62265014648438,142.56214904785156,66.73383331298828,78.67666625976562,75.1968994140625,110.00129699707031,7.965539455413818,32.96596145629883,12.66502571105957,136.10000610351562,131.50672912597656,296.17999267578125,34.454307556152344,35.248966217041016,162.82009887695312,46.704322814941406,222.6283721923828,90.85574340820312,,54.14879608154297,108.12006378173828,33.391517639160156,37.915863037109375,137.47137451171875,88.91292572021484,284.0199890136719,20.188764572143555,162.67698669433594,15.01111125946045,140.42803955078125,21.6719913482666,56.39752197265625,101.38999938964844,168.07762145996094,123.01451110839844,16.53342056274414,95.02579498291016,151.28555297851562,196.339599609375,32.79848098754883,132.6863555908203,373.59539794921875,285.6046142578125,52.802303314208984,71.38333892822266,86.10063171386719,71.77648162841797,15.733454704284668,144.14576721191406,44.57142639160156,51.804019927978516,240.97535705566406,104.55274963378906,20.17753028869629,51.76702880859375,46.61150360107422,257.40814208984375,159.00836181640625,145.7156219482422,57.900001525878906,33.509761810302734,351.0263671875,22.93624496459961,32.4361686706543,56.473350524902344,95.25977325439453,68.42111206054688,438.510009765625,44.77890396118164,77.32450103759766,193.8879852294922,136.65841674804688,42.67363739013672,121.1012954711914,29.65627098083496,51.395267486572266,88.98174285888672,116.30524444580078,115.91000366210938,131.64328002929688,,57.505558013916016,58.762718200683594,110.09065246582031,114.5252914428711,86.53398132324219,45.08705520629883,92.6288833618164,148.19000244140625,71.64119720458984,73.99883270263672,51.49677658081055,93.62676239013672,79.45316314697266,111.13859558105469,124.47894287109375,84.85424041748047,45.094764709472656,18.760000228881836,21.1200008392334,87.8499984741211,142.6328887939453,282.6199951171875,79.27404022216797,44.92557907104492,68.31511688232422,131.30397033691406,18.547496795654297,21.297801971435547,56.149436950683594,56.104248046875,93.5954360961914,139.701416015625,133.23123168945312
2020-01-15,86.23583984375,27.478452682495117,75.82935333251953,,195.7158966064453,109.06668853759766,190.7899932861328,90.90731048583984,76.97618865966797,274.1000061035156,66.21449279785156,102.93772888183594,59.56483459472656,8.977686882019043,48.54999923706055,84.25885772705078,155.81710815429688,202.42616271972656,87.66703033447266,,102.90862274169922,123.58512115478516,83.35780334472656,76.89623260498047,20.967756271362305,293.0899963378906,44.344356536865234,58.365966796875,42.56999969482422,27.48902702331543,60.38999938964844,68.51390838623047,139.1345977783203,865.0900268554688,64.5199966430664,343.61834716796875,278.07733154296875,42.16782760620117,35.849998474121094,23.7540340423584,27.213211059570312,60.89838790893555,56.5534782409668,150.34158325195312,98.44833374023438,42.4461669921875,100.3247299194336,20.28412437438965,107.64165496826172,76.63922119140625,145.07090759277344,66.44607543945312,78.93000030517578,75.64586639404297,110.33007049560547,7.879795074462891,32.93910217285156,12.444514274597168,136.1199951171875,133.3808135986328,303.0799865722656,34.69004440307617,35.45708465576172,163.39590454101562,47.030372619628906,222.22059631347656,88.9393539428711,,54.00381851196289,108.6552734375,33.26972579956055,37.54902267456055,137.17579650878906,90.80931854248047,288.489990234375,20.334007263183594,162.46754455566406,15.094969749450684,141.93666076660156,21.689708709716797,56.61505889892578,101.05999755859375,168.4943389892578,124.03535461425781,16.49489974975586,96.29859161376953,149.4740447998047,196.69027709960938,32.397342681884766,133.1203155517578,377.9136657714844,283.3065490722656,53.32556915283203,70.8092269897461,86.30005645751953,71.19872283935547,15.345843315124512,144.29273986816406,44.993160247802734,50.60911560058594,244.453369140625,105.20906829833984,20.347728729248047,50.287723541259766,46.682037353515625,260.3714904785156,161.0958709716797,142.25160217285156,57.540000915527344,33.921749114990234,356.2635803222656,22.625774383544922,32.98109817504883,56.83638381958008,94.3953857421875,68.27503967285156,438.1499938964844,44.7978515625,77.99401092529297,192.556396484375,131.7008514404297,42.91706085205078,121.85628509521484,29.881311416625977,52.8492546081543,87.73543548583984,115.21173095703125,112.5,131.3165283203125,,57.88213348388672,58.525047302246094,109.04031372070312,113.37964630126953,86.92842102050781,44.52948760986328,92.76197814941406,147.91000366210938,71.36000061035156,74.22334289550781,51.46915817260742,92.24549865722656,79.92111206054688,111.4984130859375,125.31703186035156,85.05183410644531,45.0848274230957,18.899999618530273,21.18000030517578,88.29000091552734,141.4954071044922,276.20001220703125,76.66482543945312,44.7692985534668,65.8079605102539,131.90379333496094,18.52415657043457,21.617231369018555,56.060184478759766,56.428871154785156,94.07866668701172,139.52244567871094,134.46380615234375
